Datetime,Power
2025-04-02 00:00,0.0
2025-04-02 00:15,0.0
2025-04-02 00:30,0.0
2025-04-02 00:45,0.0
2025-04-02 01:00,0.0
2025-04-02 01:15,0.0
2025-04-02 01:30,0.0
2025-04-02 01:45,0.0
2025-04-02 02:00,0.0
2025-04-02 02:15,0.0
2025-04-02 02:30,0.0
2025-04-02 02:45,0.0
2025-04-02 03:00,0.0
2025-04-02 03:15,0.0
2025-04-02 03:30,0.0
2025-04-02 03:45,0.0
2025-04-02 04:00,0.0
2025-04-02 04:15,0.0
2025-04-02 04:30,0.0
2025-04-02 04:45,0.0
2025-04-02 05:00,0.0
2025-04-02 05:15,0.0
2025-04-02 05:30,0.0
2025-04-02 05:45,0.0
2025-04-02 06:00,0.0
2025-04-02 06:15,0.0
2025-04-02 06:30,367.2
2025-04-02 06:45,3365.2
2025-04-02 07:00,6665.4
2025-04-02 07:15,9798.3
2025-04-02 07:30,13351.1
2025-04-02 07:45,17163.4
2025-04-02 08:00,19841.7
2025-04-02 08:15,22285.4
2025-04-02 08:30,26117.9
2025-04-02 08:45,30473.4
2025-04-02 09:00,31074.5
2025-04-02 09:15,35097.7
2025-04-02 09:30,37620.9
2025-04-02 09:45,38913.6
2025-04-02 10:00,41788.5
2025-04-02 10:15,42924.0
2025-04-02 10:30,46175.8
2025-04-02 10:45,44687.9
2025-04-02 11:00,43524.6
2025-04-02 11:15,43851.9
2025-04-02 11:30,43609.0
2025-04-02 11:45,46024.0
2025-04-02 12:00,43950.1
2025-04-02 12:15,44561.9
2025-04-02 12:30,45614.3
2025-04-02 12:45,43626.7
2025-04-02 13:00,44218.5
2025-04-02 13:15,42189.3
2025-04-02 13:30,43258.4
2025-04-02 13:45,43983.6
2025-04-02 14:00,45282.6
2025-04-02 14:15,46200.6
2025-04-02 14:30,44310.6
2025-04-02 14:45,44216.0
2025-04-02 15:00,43386.9
2025-04-02 15:15,43561.8
2025-04-02 15:30,41996.8
2025-04-02 15:45,39608.1
2025-04-02 16:00,36204.9
2025-04-02 16:15,36012.7
2025-04-02 16:30,32852.6
2025-04-02 16:45,30716.9
2025-04-02 17:00,26517.8
2025-04-02 17:15,24643.2
2025-04-02 17:30,19683.6
2025-04-02 17:45,17245.8
2025-04-02 18:00,13069.5
2025-04-02 18:15,9502.4
2025-04-02 18:30,6176.3
2025-04-02 18:45,3274.5
2025-04-02 19:00,389.4
2025-04-02 19:15,0.0
2025-04-02 19:30,0.0
2025-04-02 19:45,0.0
2025-04-02 20:00,0.0
2025-04-02 20:15,0.0
2025-04-02 20:30,0.0
2025-04-02 20:45,0.0
2025-04-02 21:00,0.0
2025-04-02 21:15,0.0
2025-04-02 21:30,0.0
2025-04-02 21:45,0.0
2025-04-02 22:00,0.0
2025-04-02 22:15,0.0
2025-04-02 22:30,0.0
2025-04-02 22:45,0.0
2025-04-02 23:00,0.0
2025-04-02 23:15,0.0
2025-04-02 23:30,0.0
2025-04-02 23:45,0.0
2025-04-03 00:00,0.0
2025-04-03 00:15,0.0
2025-04-03 00:30,0.0
2025-04-03 00:45,0.0
2025-04-03 01:00,0.0
2025-04-03 01:15,0.0
2025-04-03 01:30,0.0
2025-04-03 01:45,0.0
2025-04-03 02:00,0.0
2025-04-03 02:15,0.0
2025-04-03 02:30,0.0
2025-04-03 02:45,0.0
2025-04-03 03:00,0.0
2025-04-03 03:15,0.0
2025-04-03 03:30,0.0
2025-04-03 03:45,0.0
2025-04-03 04:00,0.0
2025-04-03 04:15,0.0
2025-04-03 04:30,0.0
2025-04-03 04:45,0.0
2025-04-03 05:00,0.0
2025-04-03 05:15,0.0
2025-04-03 05:30,0.0
2025-04-03 05:45,0.0
2025-04-03 06:00,0.0
2025-04-03 06:15,0.0
2025-04-03 06:30,697.4
2025-04-03 06:45,3558.4
2025-04-03 07:00,6096.7
2025-04-03 07:15,9159.7
2025-04-03 07:30,12698.3
2025-04-03 07:45,15837.9
2025-04-03 08:00,19629.3
2025-04-03 08:15,21968.3
2025-04-03 08:30,24100.1
2025-04-03 08:45,26620.5
2025-04-03 09:00,28979.9
2025-04-03 09:15,33192.4
2025-04-03 09:30,35731.8
2025-04-03 09:45,34234.5
2025-04-03 10:00,37029.1
2025-04-03 10:15,38625.9
2025-04-03 10:30,39535.9
2025-04-03 10:45,40065.1
2025-04-03 11:00,40802.1
2025-04-03 11:15,43095.7
2025-04-03 11:30,39845.5
2025-04-03 11:45,41466.8
2025-04-03 12:00,40000.2
2025-04-03 12:15,43217.7
2025-04-03 12:30,41721.4
2025-04-03 12:45,41301.4
2025-04-03 13:00,40657.5
2025-04-03 13:15,40405.0
2025-04-03 13:30,40957.9
2025-04-03 13:45,41089.2
2025-04-03 14:00,38844.7
2025-04-03 14:15,41787.8
2025-04-03 14:30,41584.8
2025-04-03 14:45,39272.6
2025-04-03 15:00,39256.9
2025-04-03 15:15,39510.7
2025-04-03 15:30,36659.7
2025-04-03 15:45,36375.9
2025-04-03 16:00,35546.5
2025-04-03 16:15,32170.4
2025-04-03 16:30,29325.8
2025-04-03 16:45,26330.1
2025-04-03 17:00,26776.7
2025-04-03 17:15,21184.4
2025-04-03 17:30,18041.1
2025-04-03 17:45,15162.8
2025-04-03 18:00,12245.6
2025-04-03 18:15,9226.6
2025-04-03 18:30,6372.5
2025-04-03 18:45,3299.1
2025-04-03 19:00,675.5
2025-04-03 19:15,0.0
2025-04-03 19:30,0.0
2025-04-03 19:45,0.0
2025-04-03 20:00,0.0
2025-04-03 20:15,0.0
2025-04-03 20:30,0.0
2025-04-03 20:45,0.0
2025-04-03 21:00,0.0
2025-04-03 21:15,0.0
2025-04-03 21:30,0.0
2025-04-03 21:45,0.0
2025-04-03 22:00,0.0
2025-04-03 22:15,0.0
2025-04-03 22:30,0.0
2025-04-03 22:45,0.0
2025-04-03 23:00,0.0
2025-04-03 23:15,0.0
2025-04-03 23:30,0.0
2025-04-03 23:45,0.0
2025-04-04 00:00,0.0
2025-04-04 00:15,0.0
2025-04-04 00:30,0.0
2025-04-04 00:45,0.0
2025-04-04 01:00,0.0
2025-04-04 01:15,0.0
2025-04-04 01:30,0.0
2025-04-04 01:45,0.0
2025-04-04 02:00,0.0
2025-04-04 02:15,0.0
2025-04-04 02:30,0.0
2025-04-04 02:45,0.0
2025-04-04 03:00,0.0
2025-04-04 03:15,0.0
2025-04-04 03:30,0.0
2025-04-04 03:45,0.0
2025-04-04 04:00,0.0
2025-04-04 04:15,0.0
2025-04-04 04:30,0.0
2025-04-04 04:45,0.0
2025-04-04 05:00,0.0
2025-04-04 05:15,0.0
2025-04-04 05:30,0.0
2025-04-04 05:45,0.0
2025-04-04 06:00,0.0
2025-04-04 06:15,0.0
2025-04-04 06:30,956.5
2025-04-04 06:45,3455.6
2025-04-04 07:00,6446.9
2025-04-04 07:15,8871.1
2025-04-04 07:30,11538.9
2025-04-04 07:45,14567.7
2025-04-04 08:00,18162.0
2025-04-04 08:15,20272.3
2025-04-04 08:30,23261.2
2025-04-04 08:45,26366.4
2025-04-04 09:00,27377.5
2025-04-04 09:15,28375.9
2025-04-04 09:30,32075.5
2025-04-04 09:45,33612.6
2025-04-04 10:00,34066.4
2025-04-04 10:15,36681.3
2025-04-04 10:30,37208.5
2025-04-04 10:45,36002.8
2025-04-04 11:00,38066.4
2025-04-04 11:15,37476.6
2025-04-04 11:30,36112.2
2025-04-04 11:45,38321.9
2025-04-04 12:00,37726.3
2025-04-04 12:15,36888.4
2025-04-04 12:30,38286.4
2025-04-04 12:45,38232.8
2025-04-04 13:00,37041.9
2025-04-04 13:15,38185.2
2025-04-04 13:30,38927.9
2025-04-04 13:45,36999.9
2025-04-04 14:00,38225.5
2025-04-04 14:15,37701.5
2025-04-04 14:30,40031.8
2025-04-04 14:45,35037.2
2025-04-04 15:00,37304.7
2025-04-04 15:15,35418.7
2025-04-04 15:30,34595.0
2025-04-04 15:45,35286.9
2025-04-04 16:00,31781.8
2025-04-04 16:15,31937.8
2025-04-04 16:30,27436.5
2025-04-04 16:45,25721.0
2025-04-04 17:00,22567.1
2025-04-04 17:15,19781.8
2025-04-04 17:30,17421.1
2025-04-04 17:45,14395.9
2025-04-04 18:00,11713.0
2025-04-04 18:15,8250.6
2025-04-04 18:30,6419.5
2025-04-04 18:45,3408.9
2025-04-04 19:00,995.3
2025-04-04 19:15,0.0
2025-04-04 19:30,0.0
2025-04-04 19:45,0.0
2025-04-04 20:00,0.0
2025-04-04 20:15,0.0
2025-04-04 20:30,0.0
2025-04-04 20:45,0.0
2025-04-04 21:00,0.0
2025-04-04 21:15,0.0
2025-04-04 21:30,0.0
2025-04-04 21:45,0.0
2025-04-04 22:00,0.0
2025-04-04 22:15,0.0
2025-04-04 22:30,0.0
2025-04-04 22:45,0.0
2025-04-04 23:00,0.0
2025-04-04 23:15,0.0
2025-04-04 23:30,0.0
2025-04-04 23:45,0.0
2025-04-05 00:00,0.0
2025-04-05 00:15,0.0
2025-04-05 00:30,0.0
2025-04-05 00:45,0.0
2025-04-05 01:00,0.0
2025-04-05 01:15,0.0
2025-04-05 01:30,0.0
2025-04-05 01:45,0.0
2025-04-05 02:00,0.0
2025-04-05 02:15,0.0
2025-04-05 02:30,0.0
2025-04-05 02:45,0.0
2025-04-05 03:00,0.0
2025-04-05 03:15,0.0
2025-04-05 03:30,0.0
2025-04-05 03:45,0.0
2025-04-05 04:00,0.0
2025-04-05 04:15,0.0
2025-04-05 04:30,0.0
2025-04-05 04:45,0.0
2025-04-05 05:00,0.0
2025-04-05 05:15,0.0
2025-04-05 05:30,0.0
2025-04-05 05:45,0.0
2025-04-05 06:00,0.0
2025-04-05 06:15,0.0
2025-04-05 06:30,1116.5
2025-04-05 06:45,3417.0
2025-04-05 07:00,5596.8
2025-04-05 07:15,7989.1
2025-04-05 07:30,10320.6
2025-04-05 07:45,12716.8
2025-04-05 08:00,16690.8
2025-04-05 08:15,17374.8
2025-04-05 08:30,19954.7
2025-04-05 08:45,22528.6
2025-04-05 09:00,24318.0
2025-04-05 09:15,25598.5
2025-04-05 09:30,27517.7
2025-04-05 09:45,29705.0
2025-04-05 10:00,30102.3
2025-04-05 10:15,31807.0
2025-04-05 10:30,32021.6
2025-04-05 10:45,33121.8
2025-04-05 11:00,34147.2
2025-04-05 11:15,32779.7
2025-04-05 11:30,32539.7
2025-04-05 11:45,34728.7
2025-04-05 12:00,34605.1
2025-04-05 12:15,33165.9
2025-04-05 12:30,34435.9
2025-04-05 12:45,32332.6
2025-04-05 13:00,32396.2
2025-04-05 13:15,32088.3
2025-04-05 13:30,32566.4
2025-04-05 13:45,33818.6
2025-04-05 14:00,32921.4
2025-04-05 14:15,32954.4
2025-04-05 14:30,32212.5
2025-04-05 14:45,31447.8
2025-04-05 15:00,32993.4
2025-04-05 15:15,31179.3
2025-04-05 15:30,31290.0
2025-04-05 15:45,29398.6
2025-04-05 16:00,27692.9
2025-04-05 16:15,23654.2
2025-04-05 16:30,25258.1
2025-04-05 16:45,22795.2
2025-04-05 17:00,20312.5
2025-04-05 17:15,18064.0
2025-04-05 17:30,15873.5
2025-04-05 17:45,13749.7
2025-04-05 18:00,10235.2
2025-04-05 18:15,8184.3
2025-04-05 18:30,5491.9
2025-04-05 18:45,3393.7
2025-04-05 19:00,1159.5
2025-04-05 19:15,0.0
2025-04-05 19:30,0.0
2025-04-05 19:45,0.0
2025-04-05 20:00,0.0
2025-04-05 20:15,0.0
2025-04-05 20:30,0.0
2025-04-05 20:45,0.0
2025-04-05 21:00,0.0
2025-04-05 21:15,0.0
2025-04-05 21:30,0.0
2025-04-05 21:45,0.0
2025-04-05 22:00,0.0
2025-04-05 22:15,0.0
2025-04-05 22:30,0.0
2025-04-05 22:45,0.0
2025-04-05 23:00,0.0
2025-04-05 23:15,0.0
2025-04-05 23:30,0.0
2025-04-05 23:45,0.0
2025-04-06 00:00,0.0
2025-04-06 00:15,0.0
2025-04-06 00:30,0.0
2025-04-06 00:45,0.0
2025-04-06 01:00,0.0
2025-04-06 01:15,0.0
2025-04-06 01:30,0.0
2025-04-06 01:45,0.0
2025-04-06 02:00,0.0
2025-04-06 02:15,0.0
2025-04-06 02:30,0.0
2025-04-06 02:45,0.0
2025-04-06 03:00,0.0
2025-04-06 03:15,0.0
2025-04-06 03:30,0.0
2025-04-06 03:45,0.0
2025-04-06 04:00,0.0
2025-04-06 04:15,0.0
2025-04-06 04:30,0.0
2025-04-06 04:45,0.0
2025-04-06 05:00,0.0
2025-04-06 05:15,0.0
2025-04-06 05:30,0.0
2025-04-06 05:45,0.0
2025-04-06 06:00,0.0
2025-04-06 06:15,0.0
2025-04-06 06:30,1477.3
2025-04-06 06:45,3966.2
2025-04-06 07:00,6528.1
2025-04-06 07:15,9326.1
2025-04-06 07:30,11707.8
2025-04-06 07:45,14225.7
2025-04-06 08:00,16470.6
2025-04-06 08:15,20436.7
2025-04-06 08:30,23080.4
2025-04-06 08:45,26013.8
2025-04-06 09:00,28153.5
2025-04-06 09:15,29346.3
2025-04-06 09:30,32547.2
2025-04-06 09:45,32651.8
2025-04-06 10:00,33352.8
2025-04-06 10:15,34465.9
2025-04-06 10:30,35131.3
2025-04-06 10:45,33932.0
2025-04-06 11:00,36809.1
2025-04-06 11:15,37111.9
2025-04-06 11:30,36521.2
2025-04-06 11:45,36142.7
2025-04-06 12:00,37314.6
2025-04-06 12:15,38757.4
2025-04-06 12:30,36865.7
2025-04-06 12:45,36249.5
2025-04-06 13:00,36170.1
2025-04-06 13:15,36781.8
2025-04-06 13:30,35502.8
2025-04-06 13:45,36794.9
2025-04-06 14:00,36990.2
2025-04-06 14:15,38874.3
2025-04-06 14:30,37674.2
2025-04-06 14:45,37415.6
2025-04-06 15:00,34993.8
2025-04-06 15:15,35716.4
2025-04-06 15:30,32864.2
2025-04-06 15:45,33092.8
2025-04-06 16:00,31673.9
2025-04-06 16:15,28836.5
2025-04-06 16:30,29150.6
2025-04-06 16:45,25691.2
2025-04-06 17:00,21524.0
2025-04-06 17:15,20572.5
2025-04-06 17:30,17320.5
2025-04-06 17:45,14768.7
2025-04-06 18:00,12151.9
2025-04-06 18:15,9338.6
2025-04-06 18:30,6147.8
2025-04-06 18:45,3836.6
2025-04-06 19:00,1573.8
2025-04-06 19:15,0.0
2025-04-06 19:30,0.0
2025-04-06 19:45,0.0
2025-04-06 20:00,0.0
2025-04-06 20:15,0.0
2025-04-06 20:30,0.0
2025-04-06 20:45,0.0
2025-04-06 21:00,0.0
2025-04-06 21:15,0.0
2025-04-06 21:30,0.0
2025-04-06 21:45,0.0
2025-04-06 22:00,0.0
2025-04-06 22:15,0.0
2025-04-06 22:30,0.0
2025-04-06 22:45,0.0
2025-04-06 23:00,0.0
2025-04-06 23:15,0.0
2025-04-06 23:30,0.0
2025-04-06 23:45,0.0
2025-04-07 00:00,0.0
2025-04-07 00:15,0.0
2025-04-07 00:30,0.0
2025-04-07 00:45,0.0
2025-04-07 01:00,0.0
2025-04-07 01:15,0.0
2025-04-07 01:30,0.0
2025-04-07 01:45,0.0
2025-04-07 02:00,0.0
2025-04-07 02:15,0.0
2025-04-07 02:30,0.0
2025-04-07 02:45,0.0
2025-04-07 03:00,0.0
2025-04-07 03:15,0.0
2025-04-07 03:30,0.0
2025-04-07 03:45,0.0
2025-04-07 04:00,0.0
2025-04-07 04:15,0.0
2025-04-07 04:30,0.0
2025-04-07 04:45,0.0
2025-04-07 05:00,0.0
2025-04-07 05:15,0.0
2025-04-07 05:30,0.0
2025-04-07 05:45,0.0
2025-04-07 06:00,0.0
2025-04-07 06:15,0.0
2025-04-07 06:30,2437.0
2025-04-07 06:45,5648.5
2025-04-07 07:00,8507.2
2025-04-07 07:15,11984.0
2025-04-07 07:30,15286.5
2025-04-07 07:45,18775.6
2025-04-07 08:00,21655.6
2025-04-07 08:15,26856.6
2025-04-07 08:30,28152.5
2025-04-07 08:45,32959.9
2025-04-07 09:00,33152.6
2025-04-07 09:15,36855.7
2025-04-07 09:30,41295.2
2025-04-07 09:45,43030.8
2025-04-07 10:00,44238.6
2025-04-07 10:15,44406.4
2025-04-07 10:30,43993.2
2025-04-07 10:45,45996.0
2025-04-07 11:00,44411.0
2025-04-07 11:15,45210.7
2025-04-07 11:30,48470.9
2025-04-07 11:45,46206.3
2025-04-07 12:00,46424.8
2025-04-07 12:15,46501.5
2025-04-07 12:30,47180.1
2025-04-07 12:45,48381.7
2025-04-07 13:00,43312.5
2025-04-07 13:15,45710.0
2025-04-07 13:30,48073.9
2025-04-07 13:45,43010.8
2025-04-07 14:00,48451.4
2025-04-07 14:15,42861.8
2025-04-07 14:30,45071.9
2025-04-07 14:45,48086.2
2025-04-07 15:00,47092.5
2025-04-07 15:15,45280.3
2025-04-07 15:30,45561.6
2025-04-07 15:45,41028.3
2025-04-07 16:00,39796.7
2025-04-07 16:15,35416.0
2025-04-07 16:30,35249.3
2025-04-07 16:45,31308.3
2025-04-07 17:00,29894.5
2025-04-07 17:15,24846.8
2025-04-07 17:30,22206.1
2025-04-07 17:45,18434.6
2025-04-07 18:00,15192.9
2025-04-07 18:15,11919.8
2025-04-07 18:30,8562.7
2025-04-07 18:45,5536.8
2025-04-07 19:00,2266.6
2025-04-07 19:15,0.0
2025-04-07 19:30,0.0
2025-04-07 19:45,0.0
2025-04-07 20:00,0.0
2025-04-07 20:15,0.0
2025-04-07 20:30,0.0
2025-04-07 20:45,0.0
2025-04-07 21:00,0.0
2025-04-07 21:15,0.0
2025-04-07 21:30,0.0
2025-04-07 21:45,0.0
2025-04-07 22:00,0.0
2025-04-07 22:15,0.0
2025-04-07 22:30,0.0
2025-04-07 22:45,0.0
2025-04-07 23:00,0.0
2025-04-07 23:15,0.0
2025-04-07 23:30,0.0
2025-04-07 23:45,0.0
2025-04-08 00:00,0.0
2025-04-08 00:15,0.0
2025-04-08 00:30,0.0
2025-04-08 00:45,0.0
2025-04-08 01:00,0.0
2025-04-08 01:15,0.0
2025-04-08 01:30,0.0
2025-04-08 01:45,0.0
2025-04-08 02:00,0.0
2025-04-08 02:15,0.0
2025-04-08 02:30,0.0
2025-04-08 02:45,0.0
2025-04-08 03:00,0.0
2025-04-08 03:15,0.0
2025-04-08 03:30,0.0
2025-04-08 03:45,0.0
2025-04-08 04:00,0.0
2025-04-08 04:15,0.0
2025-04-08 04:30,0.0
2025-04-08 04:45,0.0
2025-04-08 05:00,0.0
2025-04-08 05:15,0.0
2025-04-08 05:30,0.0
2025-04-08 05:45,0.0
2025-04-08 06:00,0.0
2025-04-08 06:15,0.0
2025-04-08 06:30,1985.4
2025-04-08 06:45,4428.5
2025-04-08 07:00,7021.7
2025-04-08 07:15,9425.4
2025-04-08 07:30,11930.6
2025-04-08 07:45,14547.1
2025-04-08 08:00,18474.3
2025-04-08 08:15,20016.3
2025-04-08 08:30,22014.2
2025-04-08 08:45,24606.6
2025-04-08 09:00,27776.5
2025-04-08 09:15,28309.7
2025-04-08 09:30,31006.9
2025-04-08 09:45,32676.1
2025-04-08 10:00,33885.3
2025-04-08 10:15,35491.4
2025-04-08 10:30,34182.2
2025-04-08 10:45,36447.5
2025-04-08 11:00,34724.9
2025-04-08 11:15,35328.1
2025-04-08 11:30,37117.3
2025-04-08 11:45,36724.0
2025-04-08 12:00,35811.6
2025-04-08 12:15,34488.7
2025-04-08 12:30,36335.3
2025-04-08 12:45,35044.9
2025-04-08 13:00,34742.8
2025-04-08 13:15,35071.6
2025-04-08 13:30,36074.2
2025-04-08 13:45,33559.3
2025-04-08 14:00,36219.4
2025-04-08 14:15,35939.9
2025-04-08 14:30,34947.2
2025-04-08 14:45,36346.2
2025-04-08 15:00,35393.8
2025-04-08 15:15,33441.6
2025-04-08 15:30,32474.4
2025-04-08 15:45,32644.7
2025-04-08 16:00,29174.9
2025-04-08 16:15,28615.0
2025-04-08 16:30,26492.2
2025-04-08 16:45,24937.1
2025-04-08 17:00,22719.3
2025-04-08 17:15,20134.8
2025-04-08 17:30,18131.4
2025-04-08 17:45,14987.8
2025-04-08 18:00,12096.7
2025-04-08 18:15,9209.9
2025-04-08 18:30,7112.6
2025-04-08 18:45,4532.7
2025-04-08 19:00,2177.3
2025-04-08 19:15,0.0
2025-04-08 19:30,0.0
2025-04-08 19:45,0.0
2025-04-08 20:00,0.0
2025-04-08 20:15,0.0
2025-04-08 20:30,0.0
2025-04-08 20:45,0.0
2025-04-08 21:00,0.0
2025-04-08 21:15,0.0
2025-04-08 21:30,0.0
2025-04-08 21:45,0.0
2025-04-08 22:00,0.0
2025-04-08 22:15,0.0
2025-04-08 22:30,0.0
2025-04-08 22:45,0.0
2025-04-08 23:00,0.0
2025-04-08 23:15,0.0
2025-04-08 23:30,0.0
2025-04-08 23:45,0.0
2025-04-09 00:00,0.0
2025-04-09 00:15,0.0
2025-04-09 00:30,0.0
2025-04-09 00:45,0.0
2025-04-09 01:00,0.0
2025-04-09 01:15,0.0
2025-04-09 01:30,0.0
2025-04-09 01:45,0.0
2025-04-09 02:00,0.0
2025-04-09 02:15,0.0
2025-04-09 02:30,0.0
2025-04-09 02:45,0.0
2025-04-09 03:00,0.0
2025-04-09 03:15,0.0
2025-04-09 03:30,0.0
2025-04-09 03:45,0.0
2025-04-09 04:00,0.0
2025-04-09 04:15,0.0
2025-04-09 04:30,0.0
2025-04-09 04:45,0.0
2025-04-09 05:00,0.0
2025-04-09 05:15,0.0
2025-04-09 05:30,0.0
2025-04-09 05:45,0.0
2025-04-09 06:00,0.0
2025-04-09 06:15,133.9
2025-04-09 06:30,2326.3
2025-04-09 06:45,4436.6
2025-04-09 07:00,6765.9
2025-04-09 07:15,9033.5
2025-04-09 07:30,11429.8
2025-04-09 07:45,14215.6
2025-04-09 08:00,17120.9
2025-04-09 08:15,18740.0
2025-04-09 08:30,21644.4
2025-04-09 08:45,23473.5
2025-04-09 09:00,25738.5
2025-04-09 09:15,26266.9
2025-04-09 09:30,28920.7
2025-04-09 09:45,28551.1
2025-04-09 10:00,32114.3
2025-04-09 10:15,31614.7
2025-04-09 10:30,34290.3
2025-04-09 10:45,32154.2
2025-04-09 11:00,31884.1
2025-04-09 11:15,32217.3
2025-04-09 11:30,31438.5
2025-04-09 11:45,33271.1
2025-04-09 12:00,31263.9
2025-04-09 12:15,32629.4
2025-04-09 12:30,33183.6
2025-04-09 12:45,32087.2
2025-04-09 13:00,33185.4
2025-04-09 13:15,34010.7
2025-04-09 13:30,32195.0
2025-04-09 13:45,32031.1
2025-04-09 14:00,31930.4
2025-04-09 14:15,33064.3
2025-04-09 14:30,33024.8
2025-04-09 14:45,33184.8
2025-04-09 15:00,32173.4
2025-04-09 15:15,32450.5
2025-04-09 15:30,30382.3
2025-04-09 15:45,30819.2
2025-04-09 16:00,28917.9
2025-04-09 16:15,27444.6
2025-04-09 16:30,24844.8
2025-04-09 16:45,22281.6
2025-04-09 17:00,21785.1
2025-04-09 17:15,19147.1
2025-04-09 17:30,16045.9
2025-04-09 17:45,13980.4
2025-04-09 18:00,11720.7
2025-04-09 18:15,9439.5
2025-04-09 18:30,6975.6
2025-04-09 18:45,4329.8
2025-04-09 19:00,2171.6
2025-04-09 19:15,126.3
2025-04-09 19:30,0.0
2025-04-09 19:45,0.0
2025-04-09 20:00,0.0
2025-04-09 20:15,0.0
2025-04-09 20:30,0.0
2025-04-09 20:45,0.0
2025-04-09 21:00,0.0
2025-04-09 21:15,0.0
2025-04-09 21:30,0.0
2025-04-09 21:45,0.0
2025-04-09 22:00,0.0
2025-04-09 22:15,0.0
2025-04-09 22:30,0.0
2025-04-09 22:45,0.0
2025-04-09 23:00,0.0
2025-04-09 23:15,0.0
2025-04-09 23:30,0.0
2025-04-09 23:45,0.0
2025-04-10 00:00,0.0
2025-04-10 00:15,0.0
2025-04-10 00:30,0.0
2025-04-10 00:45,0.0
2025-04-10 01:00,0.0
2025-04-10 01:15,0.0
2025-04-10 01:30,0.0
2025-04-10 01:45,0.0
2025-04-10 02:00,0.0
2025-04-10 02:15,0.0
2025-04-10 02:30,0.0
2025-04-10 02:45,0.0
2025-04-10 03:00,0.0
2025-04-10 03:15,0.0
2025-04-10 03:30,0.0
2025-04-10 03:45,0.0
2025-04-10 04:00,0.0
2025-04-10 04:15,0.0
2025-04-10 04:30,0.0
2025-04-10 04:45,0.0
2025-04-10 05:00,0.0
2025-04-10 05:15,0.0
2025-04-10 05:30,0.0
2025-04-10 05:45,0.0
2025-04-10 06:00,0.0
2025-04-10 06:15,404.7
2025-04-10 06:30,2510.3
2025-04-10 06:45,5089.0
2025-04-10 07:00,7636.3
2025-04-10 07:15,9226.5
2025-04-10 07:30,11816.6
2025-04-10 07:45,15271.3
2025-04-10 08:00,16751.8
2025-04-10 08:15,19650.1
2025-04-10 08:30,22301.2
2025-04-10 08:45,24901.2
2025-04-10 09:00,26213.1
