Datetime,Price,Volume
2025-07-09 14:00,153.49,5611
2025-07-09 14:15,153.57,3839
2025-07-09 14:30,153.92,1851
2025-07-09 14:45,154.84,2687
2025-07-09 15:00,155.59,5000
2025-07-09 15:15,157.4,6052
2025-07-09 15:30,158.09,9002
2025-07-09 15:45,158.16,6536
2025-07-10 09:30,157.01,5380
2025-07-10 09:45,157.6,5107
2025-07-10 10:00,157.88,9967
2025-07-10 10:15,157.26,7748
2025-07-10 10:30,156.67,4267
2025-07-10 10:45,157.52,1825
2025-07-10 11:00,158.47,1412
2025-07-10 11:15,159.93,8543
2025-07-10 11:30,160.74,9867
2025-07-10 11:45,161.37,6988
2025-07-10 12:00,162.12,2122
2025-07-10 12:15,162.73,5079
2025-07-10 12:30,162.36,3143
2025-07-10 12:45,161.81,7806
2025-07-10 13:00,163.36,3914
2025-07-10 13:15,162.92,5968
2025-07-10 13:30,163.56,9787
2025-07-10 13:45,161.3,1728
2025-07-10 14:00,161.99,1395
2025-07-10 14:15,161.68,8400
2025-07-10 14:30,161.26,1717
2025-07-10 14:45,162.25,3782
2025-07-10 15:00,162.34,6486
2025-07-10 15:15,162.94,9335
2025-07-10 15:30,161.15,8192
2025-07-10 15:45,160.7,6588
2025-07-11 09:30,161.47,2062
2025-07-11 09:45,162.14,3156
2025-07-11 10:00,162.46,9010
2025-07-11 10:15,164.14,7801
2025-07-11 10:30,164.23,2542
2025-07-11 10:45,164.31,6293
2025-07-11 11:00,163.88,7938
2025-07-11 11:15,164.08,3681
2025-07-11 11:30,164.13,6541
2025-07-11 11:45,162.95,2365
2025-07-11 12:00,162.23,7588
2025-07-11 12:15,162.02,3923
2025-07-11 12:30,159.98,6977
2025-07-11 12:45,161.55,5268
2025-07-11 13:00,161.53,7619
2025-07-11 13:15,161.24,9647
2025-07-11 13:30,161.57,4072
2025-07-11 13:45,160.74,7530
2025-07-11 14:00,161.23,2214
2025-07-11 14:15,161.32,2531
2025-07-11 14:30,162.01,6029
2025-07-11 14:45,161.61,1133
2025-07-11 15:00,159.71,5175
2025-07-11 15:15,160.31,6348
2025-07-11 15:30,161.16,7190
2025-07-11 15:45,160.09,2256
2025-07-14 09:30,159.39,4584
2025-07-14 09:45,158.42,9053
2025-07-14 10:00,159.86,8114
2025-07-14 10:15,159.16,2353
2025-07-14 10:30,161.35,7819
2025-07-14 10:45,160.54,4719
2025-07-14 11:00,161.57,5964
2025-07-14 11:15,159.76,5835
2025-07-14 11:30,157.85,8891
2025-07-14 11:45,158.21,3779
2025-07-14 12:00,157.56,8714
2025-07-14 12:15,157.16,4324
2025-07-14 12:30,157.04,5804
2025-07-14 12:45,157.69,2838
2025-07-14 13:00,157.83,6124
2025-07-14 13:15,158.87,2015
2025-07-14 13:30,160.04,9415
2025-07-14 13:45,159.58,8449
2025-07-14 14:00,159.92,7938
2025-07-14 14:15,159.83,5784
2025-07-14 14:30,159.72,8266
2025-07-14 14:45,160.95,9702
2025-07-14 15:00,160.84,3000
2025-07-14 15:15,160.79,6989
2025-07-14 15:30,160.96,4636
2025-07-14 15:45,161.76,5809
2025-07-15 09:30,161.31,8245
2025-07-15 09:45,161.94,7600
2025-07-15 10:00,160.57,5976
2025-07-15 10:15,161.1,4419
2025-07-15 10:30,157.62,1770
2025-07-15 10:45,157.36,5363
2025-07-15 11:00,156.79,2252
2025-07-15 11:15,159.33,7996
2025-07-15 11:30,160.48,7881
2025-07-15 11:45,161.01,7949
2025-07-15 12:00,162.62,8002
2025-07-15 12:15,163.89,2331
2025-07-15 12:30,161.86,6115
2025-07-15 12:45,163.82,5637
2025-07-15 13:00,164.81,3180
2025-07-15 13:15,165.14,5892
2025-07-15 13:30,163.43,5164
2025-07-15 13:45,163.38,8941
2025-07-15 14:00,161.31,4818
2025-07-15 14:15,161.22,2906
2025-07-15 14:30,159.05,7238
2025-07-15 14:45,161.08,7090
2025-07-15 15:00,161.44,9472
2025-07-15 15:15,160.5,2887
2025-07-15 15:30,162.56,7777
2025-07-15 15:45,162.24,8570
2025-07-16 09:30,161.74,5777
2025-07-16 09:45,162.78,4900
2025-07-16 10:00,162.83,7376
2025-07-16 10:15,162.34,1523
2025-07-16 10:30,161.79,8240
2025-07-16 10:45,160.59,7937
2025-07-16 11:00,161.11,7493
2025-07-16 11:15,162.31,3878
2025-07-16 11:30,162.49,1302
2025-07-16 11:45,162.53,1638
2025-07-16 12:00,162.49,9150
2025-07-16 12:15,162.55,3125
2025-07-16 12:30,164.19,5621
2025-07-16 12:45,163.94,6126
2025-07-16 13:00,164.81,7506
2025-07-16 13:15,165.28,6870
2025-07-16 13:30,164.11,9152
2025-07-16 13:45,162.45,6750
2025-07-16 14:00,162.27,2976
2025-07-16 14:15,162.22,2296
2025-07-16 14:30,161.57,5632
2025-07-16 14:45,160.49,7288
2025-07-16 15:00,160.14,8561
2025-07-16 15:15,158.03,9258
2025-07-16 15:30,157.73,7371
2025-07-16 15:45,159.9,5206
2025-07-17 09:30,160.31,7891
2025-07-17 09:45,161.95,7738
2025-07-17 10:00,160.43,3739
2025-07-17 10:15,159.29,6401
2025-07-17 10:30,157.88,1876
2025-07-17 10:45,158.47,4812
2025-07-17 11:00,157.86,7767
2025-07-17 11:15,156.6,7986
2025-07-17 11:30,156.77,9195
2025-07-17 11:45,157.68,6966
2025-07-17 12:00,157.1,3551
2025-07-17 12:15,157.86,6560
2025-07-17 12:30,158.14,7316
2025-07-17 12:45,159.93,7469
2025-07-17 13:00,160.57,7283
2025-07-17 13:15,159.75,3048
2025-07-17 13:30,158.23,2828
2025-07-17 13:45,159.03,2917
2025-07-17 14:00,158.96,3026
2025-07-17 14:15,157.75,4744
2025-07-17 14:30,157.0,1260
2025-07-17 14:45,154.86,7038
2025-07-17 15:00,153.46,6287
2025-07-17 15:15,153.69,2619
2025-07-17 15:30,154.53,3832
2025-07-17 15:45,153.4,3824
2025-07-18 09:30,152.67,4490
2025-07-18 09:45,155.11,8984
2025-07-18 10:00,155.56,2908
2025-07-18 10:15,156.2,9567
2025-07-18 10:30,156.87,4391
2025-07-18 10:45,156.68,6951
2025-07-18 11:00,157.26,7413
2025-07-18 11:15,157.76,7941
2025-07-18 11:30,157.32,3898
2025-07-18 11:45,157.78,8546
2025-07-18 12:00,158.52,1600
2025-07-18 12:15,158.76,2065
2025-07-18 12:30,159.96,7943
2025-07-18 12:45,159.55,8804
2025-07-18 13:00,160.61,3190
2025-07-18 13:15,159.76,3712
2025-07-18 13:30,158.55,5033
2025-07-18 13:45,156.94,2997
2025-07-18 14:00,154.65,2202
2025-07-18 14:15,156.08,9135
2025-07-18 14:30,155.2,6742
2025-07-18 14:45,155.71,6788
2025-07-18 15:00,157.42,1922
2025-07-18 15:15,157.39,1419
2025-07-18 15:30,158.36,3336
2025-07-18 15:45,159.08,6373
2025-07-21 09:30,159.74,5612
2025-07-21 09:45,158.83,2865
2025-07-21 10:00,159.86,8326
2025-07-21 10:15,159.35,7371
2025-07-21 10:30,161.61,4228
2025-07-21 10:45,160.68,4719
2025-07-21 11:00,160.25,3891
2025-07-21 11:15,159.7,4756
2025-07-21 11:30,160.57,7898
2025-07-21 11:45,161.92,1793
2025-07-21 12:00,161.15,7166
2025-07-21 12:15,159.9,1814
2025-07-21 12:30,160.72,8783
2025-07-21 12:45,159.22,1984
2025-07-21 13:00,160.08,4531
2025-07-21 13:15,159.15,8147
2025-07-21 13:30,160.93,4876
2025-07-21 13:45,161.52,6959
2025-07-21 14:00,162.73,7024
2025-07-21 14:15,163.4,6109
2025-07-21 14:30,163.07,4417
2025-07-21 14:45,162.6,2645
2025-07-21 15:00,163.02,4072
2025-07-21 15:15,162.63,2854
2025-07-21 15:30,161.57,3708
2025-07-21 15:45,160.84,8112
2025-07-22 09:30,160.05,7456
2025-07-22 09:45,160.71,5212
2025-07-22 10:00,159.79,1536
2025-07-22 10:15,160.04,2625
2025-07-22 10:30,159.81,9666
2025-07-22 10:45,160.44,9609
2025-07-22 11:00,160.6,5971
2025-07-22 11:15,161.37,2205
2025-07-22 11:30,161.37,4572
2025-07-22 11:45,160.05,6975
2025-07-22 12:00,161.09,5757
2025-07-22 12:15,160.39,3713
2025-07-22 12:30,160.12,6182
2025-07-22 12:45,159.01,7704
2025-07-22 13:00,157.95,3482
2025-07-22 13:15,156.84,9058
2025-07-22 13:30,156.27,3717
2025-07-22 13:45,157.4,5524
2025-07-22 14:00,158.48,8186
2025-07-22 14:15,158.09,3065
2025-07-22 14:30,159.13,7645
2025-07-22 14:45,158.13,6083
2025-07-22 15:00,157.56,5926
2025-07-22 15:15,154.0,7016
2025-07-22 15:30,153.43,5873
2025-07-22 15:45,153.21,2481
2025-07-23 09:30,153.27,1054
2025-07-23 09:45,154.22,8643
2025-07-23 10:00,155.44,6954
2025-07-23 10:15,153.27,9519
2025-07-23 10:30,153.37,7722
2025-07-23 10:45,153.24,8218
2025-07-23 11:00,152.02,8970
2025-07-23 11:15,152.73,3143
2025-07-23 11:30,152.74,3538
2025-07-23 11:45,152.8,5547
2025-07-23 12:00,151.11,7150
2025-07-23 12:15,150.21,5425
2025-07-23 12:30,148.54,9705
2025-07-23 12:45,150.3,7852
2025-07-23 13:00,149.06,2409
2025-07-23 13:15,148.25,5566
2025-07-23 13:30,149.43,8083
2025-07-23 13:45,148.76,6986
2025-07-23 14:00,149.73,5223
2025-07-23 14:15,149.7,5831
2025-07-23 14:30,149.34,3573
2025-07-23 14:45,149.28,3599
2025-07-23 15:00,148.49,8368
2025-07-23 15:15,150.11,6877
2025-07-23 15:30,149.11,7809
2025-07-23 15:45,150.96,9633
2025-07-24 09:30,151.26,9996
2025-07-24 09:45,151.88,1074
2025-07-24 10:00,152.0,6475
2025-07-24 10:15,153.32,9232
2025-07-24 10:30,153.72,8141
2025-07-24 10:45,152.02,2622
2025-07-24 11:00,151.12,5263
2025-07-24 11:15,150.21,9801
2025-07-24 11:30,151.88,9646
2025-07-24 11:45,152.89,3969
2025-07-24 12:00,154.3,4629
2025-07-24 12:15,153.8,5225
2025-07-24 12:30,154.32,3866
2025-07-24 12:45,153.59,5788
2025-07-24 13:00,152.16,9340
2025-07-24 13:15,152.74,4850
2025-07-24 13:30,151.82,9378
2025-07-24 13:45,150.46,2333
2025-07-24 14:00,152.55,5853
2025-07-24 14:15,152.24,7212
2025-07-24 14:30,150.49,9942
2025-07-24 14:45,150.36,2762
2025-07-24 15:00,150.6,8674
2025-07-24 15:15,150.83,7122
2025-07-24 15:30,151.98,2524
2025-07-24 15:45,151.28,3120
2025-07-25 09:30,151.46,2240
2025-07-25 09:45,151.12,1060
2025-07-25 10:00,150.5,8970
2025-07-25 10:15,152.31,2252
2025-07-25 10:30,153.29,7960
2025-07-25 10:45,152.7,4004
2025-07-25 11:00,153.36,8982
2025-07-25 11:15,154.37,5107
2025-07-25 11:30,155.44,6895
2025-07-25 11:45,155.56,3708
2025-07-25 12:00,156.36,8119
2025-07-25 12:15,157.29,9901
2025-07-25 12:30,158.65,9680
2025-07-25 12:45,159.68,9044
2025-07-25 13:00,159.37,5806
2025-07-25 13:15,159.48,9592
2025-07-25 13:30,159.75,1390
2025-07-25 13:45,158.48,5430
2025-07-25 14:00,157.39,9007
2025-07-25 14:15,158.45,2521
2025-07-25 14:30,159.8,4294
2025-07-25 14:45,159.45,6085
2025-07-25 15:00,159.38,2466
2025-07-25 15:15,158.71,4561
2025-07-25 15:30,160.06,4223
2025-07-25 15:45,161.36,8138
2025-07-28 09:30,160.5,1130
2025-07-28 09:45,163.25,3983
2025-07-28 10:00,161.17,9230
2025-07-28 10:15,159.88,8694
2025-07-28 10:30,160.06,1920
2025-07-28 10:45,161.45,8564
2025-07-28 11:00,162.31,9502
2025-07-28 11:15,162.6,9930
2025-07-28 11:30,162.68,4810
2025-07-28 11:45,163.74,8206
2025-07-28 12:00,166.34,2771
2025-07-28 12:15,165.69,5361
2025-07-28 12:30,165.43,5435
2025-07-28 12:45,164.76,4760
2025-07-28 13:00,164.46,3033
2025-07-28 13:15,163.66,7467
2025-07-28 13:30,164.32,9623
2025-07-28 13:45,165.94,9896
2025-07-28 14:00,165.69,2828
2025-07-28 14:15,164.81,5805
2025-07-28 14:30,165.64,8878
2025-07-28 14:45,165.85,6690
2025-07-28 15:00,166.99,6429
2025-07-28 15:15,166.65,4564
2025-07-28 15:30,166.24,7402
2025-07-28 15:45,166.13,4845
2025-07-29 09:30,166.65,1726
2025-07-29 09:45,167.84,3736
2025-07-29 10:00,170.35,8657
2025-07-29 10:15,170.82,3466
2025-07-29 10:30,171.61,9194
2025-07-29 10:45,172.66,8906
2025-07-29 11:00,171.95,5675
2025-07-29 11:15,171.25,2933
2025-07-29 11:30,171.12,8490
2025-07-29 11:45,172.24,2218
2025-07-29 12:00,172.79,1954
2025-07-29 12:15,173.87,8291
2025-07-29 12:30,172.49,4972
2025-07-29 12:45,171.76,6295
2025-07-29 13:00,170.92,4020
2025-07-29 13:15,170.91,9987
2025-07-29 13:30,167.43,3396
2025-07-29 13:45,166.56,3162
2025-07-29 14:00,166.07,7183
2025-07-29 14:15,167.11,4930
2025-07-29 14:30,167.52,5311
2025-07-29 14:45,168.16,8314
2025-07-29 15:00,167.78,2704
2025-07-29 15:15,168.33,7924
2025-07-29 15:30,168.83,5286
2025-07-29 15:45,169.69,4738
2025-07-30 09:30,169.04,1556
2025-07-30 09:45,169.52,3808
2025-07-30 10:00,169.15,4741
2025-07-30 10:15,168.32,4998
2025-07-30 10:30,167.51,6343
2025-07-30 10:45,168.37,2136
2025-07-30 11:00,167.38,8009
2025-07-30 11:15,167.53,5543
2025-07-30 11:30,169.03,6445
2025-07-30 11:45,169.24,6352
2025-07-30 12:00,169.15,1571
2025-07-30 12:15,169.43,3382
2025-07-30 12:30,169.6,2265
2025-07-30 12:45,170.01,8491
2025-07-30 13:00,171.08,9073
2025-07-30 13:15,170.06,3752
2025-07-30 13:30,169.47,9954
2025-07-30 13:45,171.38,6346
2025-07-30 14:00,169.68,9220
2025-07-30 14:15,171.06,8813
2025-07-30 14:30,172.2,4356
2025-07-30 14:45,171.74,9707
2025-07-30 15:00,170.29,1038
2025-07-30 15:15,168.09,4342
2025-07-30 15:30,168.74,8027
2025-07-30 15:45,169.73,2823
2025-07-31 09:30,169.97,4093
2025-07-31 09:45,169.41,6658
2025-07-31 10:00,167.56,1933
2025-07-31 10:15,166.99,4598
2025-07-31 10:30,166.21,4056
2025-07-31 10:45,166.85,9984
2025-07-31 11:00,167.36,7635
2025-07-31 11:15,169.08,3255
2025-07-31 11:30,167.86,1984
2025-07-31 11:45,168.02,6776
2025-07-31 12:00,169.64,7342
2025-07-31 12:15,167.16,1959
2025-07-31 12:30,167.67,5473
2025-07-31 12:45,167.42,3946
2025-07-31 13:00,167.26,2875
2025-07-31 13:15,165.91,2763
2025-07-31 13:30,164.43,8099
2025-07-31 13:45,164.74,6109
2025-07-31 14:00,165.63,1583
2025-07-31 14:15,163.92,9586
2025-07-31 14:30,165.88,2389
2025-07-31 14:45,165.49,9357
2025-07-31 15:00,166.52,3043
2025-07-31 15:15,165.42,5197
2025-07-31 15:30,165.68,4762
2025-07-31 15:45,166.15,7731
2025-08-01 09:30,168.55,3720
2025-08-01 09:45,168.53,9905
2025-08-01 10:00,168.59,2949
2025-08-01 10:15,167.81,7732
2025-08-01 10:30,167.63,8014
2025-08-01 10:45,166.9,1089
2025-08-01 11:00,167.89,4041
2025-08-01 11:15,168.51,1105
2025-08-01 11:30,169.91,2925
2025-08-01 11:45,170.84,3056
2025-08-01 12:00,172.65,6383
2025-08-01 12:15,173.01,4911
2025-08-01 12:30,173.9,9442
2025-08-01 12:45,174.54,3430
2025-08-01 13:00,175.86,9601
2025-08-01 13:15,176.05,1894
2025-08-01 13:30,176.46,5109
2025-08-01 13:45,178.64,8179
2025-08-01 14:00,177.99,2266
2025-08-01 14:15,177.5,4638
2025-08-01 14:30,179.17,3356
2025-08-01 14:45,178.97,5790
2025-08-01 15:00,179.48,9946
2025-08-01 15:15,177.48,7236
2025-08-01 15:30,176.13,8005
2025-08-01 15:45,175.76,1158
2025-08-04 09:30,176.89,4453
2025-08-04 09:45,176.62,7675
2025-08-04 10:00,179.73,5703
2025-08-04 10:15,180.07,7563
2025-08-04 10:30,179.99,2394
2025-08-04 10:45,179.62,5732
2025-08-04 11:00,180.15,3958
2025-08-04 11:15,178.9,8904
2025-08-04 11:30,179.3,7895
2025-08-04 11:45,178.61,1525
2025-08-04 12:00,178.59,3365
2025-08-04 12:15,179.76,2525
2025-08-04 12:30,179.6,5599
2025-08-04 12:45,180.66,3278
2025-08-04 13:00,181.81,4216
2025-08-04 13:15,180.07,9219
2025-08-04 13:30,180.88,6543
2025-08-04 13:45,179.63,5555
2025-08-04 14:00,178.08,1629
2025-08-04 14:15,177.81,1269
2025-08-04 14:30,177.22,4432
2025-08-04 14:45,175.26,7276
2025-08-04 15:00,175.91,7656
2025-08-04 15:15,174.52,1575
2025-08-04 15:30,173.22,4178
2025-08-04 15:45,171.71,7052
2025-08-05 09:30,172.21,4568
2025-08-05 09:45,170.06,3203
2025-08-05 10:00,170.23,2274
2025-08-05 10:15,171.32,1956
2025-08-05 10:30,171.0,1281
2025-08-05 10:45,170.55,7262
2025-08-05 11:00,169.93,6178
2025-08-05 11:15,169.39,7980
2025-08-05 11:30,169.58,5585
2025-08-05 11:45,168.69,9467
2025-08-05 12:00,169.6,6342
2025-08-05 12:15,169.95,8351
2025-08-05 12:30,167.85,8595
2025-08-05 12:45,170.79,7294
2025-08-05 13:00,169.85,5470
2025-08-05 13:15,170.49,8175
2025-08-05 13:30,169.87,5612
2025-08-05 13:45,171.78,2198
2025-08-05 14:00,172.65,7089
2025-08-05 14:15,173.15,7257
2025-08-05 14:30,173.82,1302
2025-08-05 14:45,173.3,1986
2025-08-05 15:00,173.5,4072
2025-08-05 15:15,173.95,4124
2025-08-05 15:30,174.79,9125
2025-08-05 15:45,176.6,4291
2025-08-06 09:30,176.94,1574
2025-08-06 09:45,175.83,6704
2025-08-06 10:00,175.5,4230
2025-08-06 10:15,175.7,1488
2025-08-06 10:30,176.01,4173
2025-08-06 10:45,175.22,2667
2025-08-06 11:00,176.27,8761
2025-08-06 11:15,176.84,2000
2025-08-06 11:30,177.63,4712
2025-08-06 11:45,177.24,2367
2025-08-06 12:00,178.22,3772
2025-08-06 12:15,176.88,4726
2025-08-06 12:30,178.22,3190
2025-08-06 12:45,179.81,3875
2025-08-06 13:00,182.02,9927
2025-08-06 13:15,183.13,7059
2025-08-06 13:30,183.17,8117
2025-08-06 13:45,182.94,3989
2025-08-06 14:00,186.08,7471
2025-08-06 14:15,186.11,3863
2025-08-06 14:30,186.2,9234
2025-08-06 14:45,185.02,6445
2025-08-06 15:00,185.88,7570
2025-08-06 15:15,186.86,9212
2025-08-06 15:30,187.62,7936
2025-08-06 15:45,187.9,9906
2025-08-07 09:30,186.68,1140
2025-08-07 09:45,186.2,5882
2025-08-07 10:00,186.16,8151
2025-08-07 10:15,185.21,9564
2025-08-07 10:30,184.23,7894
2025-08-07 10:45,183.12,8311
2025-08-07 11:00,183.38,7787
2025-08-07 11:15,182.9,3137
2025-08-07 11:30,182.76,8052
2025-08-07 11:45,182.6,4654
2025-08-07 12:00,183.55,9636
2025-08-07 12:15,182.89,7441
2025-08-07 12:30,182.75,2798
2025-08-07 12:45,183.54,6291
2025-08-07 13:00,183.67,7284
2025-08-07 13:15,183.24,8285
2025-08-07 13:30,185.78,4097
2025-08-07 13:45,186.2,5616
2025-08-07 14:00,185.14,6752
2025-08-07 14:15,185.62,7295
2025-08-07 14:30,184.37,2316
2025-08-07 14:45,183.68,6699
2025-08-07 15:00,184.48,8227
2025-08-07 15:15,183.92,4273
2025-08-07 15:30,184.51,4040
2025-08-07 15:45,185.19,1482
2025-08-08 09:30,185.11,9853
2025-08-08 09:45,186.2,3852
2025-08-08 10:00,187.43,8327
2025-08-08 10:15,189.05,9841
2025-08-08 10:30,189.78,9632
2025-08-08 10:45,188.43,8421
2025-08-08 11:00,188.0,5358
2025-08-08 11:15,187.31,7780
2025-08-08 11:30,188.28,3349
2025-08-08 11:45,189.39,6699
2025-08-08 12:00,189.96,7764
2025-08-08 12:15,191.58,6101
2025-08-08 12:30,192.39,8843
2025-08-08 12:45,191.08,1072
2025-08-08 13:00,189.98,3472
2025-08-08 13:15,189.27,1707
2025-08-08 13:30,190.51,6051
2025-08-08 13:45,190.29,3475
2025-08-08 14:00,190.53,8397
2025-08-08 14:15,188.97,2735
2025-08-08 14:30,189.44,3428
2025-08-08 14:45,191.55,8426
2025-08-08 15:00,190.05,4874
2025-08-08 15:15,188.72,5211
2025-08-08 15:30,188.82,4374
2025-08-08 15:45,188.14,1207
2025-08-11 09:30,186.58,4083
2025-08-11 09:45,184.76,4719
2025-08-11 10:00,184.23,7099
2025-08-11 10:15,182.82,9555
2025-08-11 10:30,183.59,5037
2025-08-11 10:45,182.44,7549
2025-08-11 11:00,182.63,6280
2025-08-11 11:15,182.32,2012
2025-08-11 11:30,182.83,3785
2025-08-11 11:45,183.41,4725
2025-08-11 12:00,183.12,3408
2025-08-11 12:15,182.71,1340
2025-08-11 12:30,181.49,3496
2025-08-11 12:45,180.77,6962
2025-08-11 13:00,180.22,2689
2025-08-11 13:15,181.03,4267
2025-08-11 13:30,181.4,6435
2025-08-11 13:45,182.8,9435
2025-08-11 14:00,182.88,2826
2025-08-11 14:15,182.78,8629
2025-08-11 14:30,183.35,8693
2025-08-11 14:45,183.95,9264
